id,replaces,unit,difficulty,cognitive,question,choices,answer1based,answerFeedback,allChoiceFeedback,takeaway,material,context,scope,sources
920129,910129,7,1,1,Who was taken to Japan with Park Eo-dun from Ulleungdo in 1693?,"[""An Yong-bok"", ""Shim Heung-taek"", ""Isabu""]",1,The two Joseon fishermen in the 1693 incident were An Yong-bok and Park Eo-dun.,"[""The two Joseon fishermen in the 1693 incident were An Yong-bok and Park Eo-dun."", ""Shim was the Uldo magistrate reporting in 1906, not the person in this incident."", ""Isabu belongs to an earlier history involving Usan-guk, not the 1693 incident.""]","In 1693 An Yong-bok and Park Eo-dun were taken to Japan while fishing at Ulleungdo, prompting negotiations concerning the island.",,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5 | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920130,910130,7,2,1,At which island were An Yong-bok and Park Eo-dun fishing in 1693?,"[""Jeju Island"", ""Ulleungdo"", ""Oki Islands""]",2,They were fishing at Ulleungdo when taken to Japan.,"[""The incident’s fishing location was Ulleungdo, not Jeju."", ""They were fishing at Ulleungdo when taken to Japan."", ""Oki appears in records of his journeys, but this fishing location was Ulleungdo.""]","In 1693 An Yong-bok and Park Eo-dun were taken to Japan while fishing at Ulleungdo, prompting negotiations concerning the island.",,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5 | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920131,910131,7,3,3,Which island became the subject of negotiations following the 1693 fishermen incident?,"[""Jeju Island"", ""Tsushima itself"", ""Ulleungdo""]",3,Negotiations followed over Ulleungdo’s status and voyages to it.,"[""Jeju is not the island concerned in the supplied account."", ""Tsushima may feature in diplomacy, but the island at issue here is Ulleungdo."", ""Negotiations followed over Ulleungdo’s status and voyages to it.""]","In 1693 An Yong-bok and Park Eo-dun were taken to Japan while fishing at Ulleungdo, prompting negotiations concerning the island.",In 1693 the fishermen were taken from Ulleungdo to Japan. The incident led to negotiations between Joseon and Japan concerning Ulleungdo.,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5 | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920132,910132,7,4,3,Which account distinguishes An Yong-bok’s 1693 incident from his 1696 activity?,"[""1693: taken to Japan / 1696: travelled there again"", ""1693: travelled again / 1696: first taken there"", ""Both records refer only to the first incident in 1693""]",1,This distinguishes the circumstances given for the two years.,"[""This distinguishes the circumstances given for the two years."", ""This reverses the events associated with the two years."", ""Separate activity is recorded in 1696, so the events cannot be merged.""]","In 1693 An Yong-bok and Park Eo-dun were taken to Japan while fishing at Ulleungdo, prompting negotiations concerning the island.",Timeline: taken from Ulleungdo to Japan in 1693; travelled to Japan again in 1696.,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5 | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920133,910133,7,1,1,Which Joseon annals record An Yong-bok’s activity?,"[""The Annals of Sejong"", ""The Annals of Sukjong"", ""The government gazette of 1900""]",2,An Yong-bok’s activity and statements appear in the Annals of Sukjong.,"[""Sejong’s geographical record and An’s Sukjong-era activity belong to different periods."", ""An Yong-bok’s activity and statements appear in the Annals of Sukjong."", ""The gazette records Korean Empire notices and is not a Joseon reign’s annals.""]",An Yong-bok’s 1696 activity can be studied through both Joseon records and a Japanese inquiry record from Oki.,,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5
920134,910134,7,2,1,Which Japanese island group is associated with the 1696 inquiry record of An Yong-bok’s party?,"[""Jeju Island"", ""Ulleungdo"", ""The Oki Islands""]",3,ROK MOFA presents an Oki inquiry record as related Japanese evidence.,"[""Jeju is not the location of this Japanese inquiry."", ""Ulleungdo is central to the events, but the inquiry record is associated with Oki."", ""ROK MOFA presents an Oki inquiry record as related Japanese evidence.""]",An Yong-bok’s 1696 activity can be studied through both Joseon records and a Japanese inquiry record from Oki.,,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5
920135,910135,7,3,3,Which pair provides Joseon and Japanese records for comparing An Yong-bok’s 1696 activity?,"[""The Annals of Sukjong and the 1696 Oki inquiry record"", ""The 1900 decree and 1906 Directive No. 3"", ""The Sejong geographical record and the 1877 Dajokan directive""]",1,The pair supplies Joseon and Japanese records of the relevant activity.,"[""The pair supplies Joseon and Japanese records of the relevant activity."", ""These concern Dokdo history but do not directly record An’s 1696 activity."", ""These concern other periods rather than this person and event.""]",An Yong-bok’s 1696 activity can be studied through both Joseon records and a Japanese inquiry record from Oki.,Related records: An Yong-bok’s statements in the Joseon Annals of Sukjong; a Japanese Oki inquiry record concerning his party in 1696.,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5
920136,910136,7,4,3,What should first be matched when comparing the same event in two records of An Yong-bok?,"[""Match only the person and ignore the year"", ""People, time and places visited"", ""Match only the destination and ignore person and date""]",2,First establish whether the sources concern the same activity.,"[""Ignoring dates confuses his different journeys in 1693 and 1696."", ""First establish whether the sources concern the same activity."", ""Different people may visit the same place in different years.""]",An Yong-bok’s 1696 activity can be studied through both Joseon records and a Japanese inquiry record from Oki.,An Yong-bok went to Japan in different circumstances in 1693 and 1696. The comparison concerns Joseon and Japanese records of the 1696 activity.,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5
920137,910137,7,1,1,In which month of 1696 was the Edo shogunate’s Ulleungdo voyage prohibition issued?,"[""May"", ""October"", ""January""]",3,The timeline places the prohibition in January 1696.,"[""May is associated with An Yong-bok’s journey in that timeline."", ""October is not the prohibition month in the supplied timeline."", ""The timeline places the prohibition in January 1696.""]",The January 1696 Ulleungdo voyage prohibition preceded An Yong-bok’s May journey to Japan.,,Event order: prohibition in January 1696 → An Yong-bok’s journey in May.,,https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920138,910138,7,2,2,Which event happened first in 1696?,"[""The Ulleungdo voyage prohibition"", ""An Yong-bok’s May journey""]",1,The January prohibition preceded the May journey.,"[""The January prohibition preceded the May journey."", ""May comes after January.""]",The January 1696 Ulleungdo voyage prohibition preceded An Yong-bok’s May journey to Japan.,,January 1696: Ulleungdo voyage prohibition; May 1696: An Yong-bok travelled to Japan.,,https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920139,910139,7,3,3,Which event in the timeline precedes An Yong-bok’s May journey?,"[""The Edo shogunate’s January prohibition"", ""Korean Empire Decree No. 41 in 1900"", ""Shim Heung-taek’s report in 1906""]",1,"Within the same year, January precedes May.","[""Within the same year, January precedes May."", ""1900 is later than 1696."", ""1906 is later than 1696.""]",The January 1696 Ulleungdo voyage prohibition preceded An Yong-bok’s May journey to Japan.,Timeline: January 1696 prohibition → May 1696 An’s journey → Decree No. 41 in 1900 → Shim’s report in 1906.,,,https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920140,910140,7,4,4,Why is it wrong to say the May 1696 journey caused the prohibition issued that January?,"[""Both events occurred on the same day"", ""The proposed cause occurred after the prohibition"", ""The prohibition was issued in 1900""]",2,In this timeline a later May event cannot have caused the earlier January order.,"[""The timeline separates the events into January and May."", ""In this timeline a later May event cannot have caused the earlier January order."", ""This confuses the 1696 prohibition with the 1900 decree.""]",The January 1696 Ulleungdo voyage prohibition preceded An Yong-bok’s May journey to Japan.,"January 1696: the Edo shogunate prohibited voyages to Ulleungdo.
May 1696: An Yong-bok travelled to Japan.",,,https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920141,910141,8,1,1,Which 1900 order renamed Ulleungdo as Uldo?,"[""Korean Empire Decree No. 41"", ""The Ulleungdo voyage prohibition"", ""The Dajokan directive"", ""Directive No. 3""]",1,Article 1 of Decree No. 41 records the changes of name and administrative office.,"[""Article 1 of Decree No. 41 records the changes of name and administrative office."", ""The 1696 prohibition concerned Japanese fishermen’s voyages to Ulleungdo."", ""The Dajokan directive is a Japanese document from 1877, not this Korean Empire decree."", ""Directive No. 3 was a Korean Empire response to a Dokdo report in 1906.""]",Korean Empire Decree No. 41 of 1900 renamed Ulleungdo as Uldo and reorganised its administration.,,A decree is an order issued by the emperor. Korean Empire Decree No. 41 dates to 1900.,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920142,910142,8,2,1,What administrative name replaced Ulleungdo under Decree No. 41?,"[""Usan-guk"", ""Oki County"", ""Uldo""]",3,Article 1 specifies the name change from Ulleungdo to Uldo.,"[""Usan-guk belongs to earlier history; the decree’s new administrative name is Uldo."", ""The decree specifies Uldo, not Oki County."", ""Article 1 specifies the name change from Ulleungdo to Uldo.""]",Korean Empire Decree No. 41 of 1900 renamed Ulleungdo as Uldo and reorganised its administration.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920143,910143,8,3,3,Which pair correctly shows the name change in the supplied Article 1?,"[""Ulleungdo → Uldo"", ""Uldo → Ulleungdo"", ""Dokdo → Jukdo""]",1,This follows the original and replacement names in the article.,"[""This follows the original and replacement names in the article."", ""The direction of the change has been reversed."", ""This passage does not rename Dokdo as Jukdo.""]",Korean Empire Decree No. 41 of 1900 renamed Ulleungdo as Uldo and reorganised its administration.,Plain-language summary of Article 1: rename Ulleungdo as Uldo and place it under Gangwon-do.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920144,910144,8,4,3,Which two administrative elements changed together under Article 1 of Decree No. 41?,"[""Jurisdiction list and county-office location"", ""Administrative name and official’s office"", ""Magistrate’s pay and tax obligations""]",2,Article 1 changes the administrative name and the responsible office.,"[""These are addressed in Article 2, not the two changes supplied from Article 1."", ""Article 1 changes the administrative name and the responsible office."", ""These are not the name-and-office changes in the supplied passage.""]",Korean Empire Decree No. 41 of 1900 renamed Ulleungdo as Uldo and reorganised its administration.,"Article 1 summary: rename Ulleungdo as Uldo; replace the island supervisor with a county magistrate, an official responsible for county administration.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920145,910145,8,1,1,Which office replaced the island supervisor under Decree No. 41?,"[""Provincial governor"", ""Home-affairs minister"", ""County magistrate""]",3,This is the administrative office specified to replace the supervisor.,"[""A governor administers a province; the specified replacement here is magistrate."", ""The replacement is a county magistrate, not a central minister."", ""This is the administrative office specified to replace the supervisor.""]",Decree No. 41 replaced the island supervisor with a county magistrate responsible for county administration.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920146,910146,8,2,2,What is the responsibility of the “magistrate” in Uldo county magistrate?,"[""County administration"", ""Operating one ship"", ""Managing one lighthouse light""]",1,A county magistrate is responsible for the affairs of a county.,"[""A county magistrate is responsible for the affairs of a county."", ""A ship’s operation belongs to its captain, not the county magistrate."", ""Managing a lighthouse differs from administering a county.""]",Decree No. 41 replaced the island supervisor with a county magistrate responsible for county administration.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920147,910147,8,3,3,What is the direction of the office change in Article 1 of Decree No. 41?,"[""County magistrate → supervisor"", ""Supervisor → county magistrate"", ""Supervisor → provincial governor""]",2,This matches the stated replacement.,"[""The direction is reversed."", ""This matches the stated replacement."", ""The replacement is a magistrate, not a provincial governor.""]",Decree No. 41 replaced the island supervisor with a county magistrate responsible for county administration.,"Article 1 translation, summarised: replace the island supervisor with a county magistrate.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920148,910148,8,4,2,Which responsibility explains a Uldo magistrate reporting local conditions to higher authorities?,"[""Administering the entire province of Gangwon"", ""Issuing imperial decrees for the whole state"", ""Managing and reporting conditions in the jurisdiction""]",3,Local reporting follows the magistrate’s administrative responsibility.,"[""The county magistrate’s jurisdiction differs from a provincial governor’s."", ""Issuing imperial decrees is not the county magistrate’s role."", ""Local reporting follows the magistrate’s administrative responsibility.""]",Decree No. 41 replaced the island supervisor with a county magistrate responsible for county administration.,A county magistrate administers a county and can report important conditions within the jurisdiction to higher authorities.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920149,910149,8,1,1,Which island name appears in Article 2’s list of jurisdictions in Decree No. 41?,"[""Seokdo"", ""Oki Islands"", ""Jeju Island""]",1,"Article 2 lists Ulleungjeondo, Jukdo and Seokdo.","[""Article 2 lists Ulleungjeondo, Jukdo and Seokdo."", ""Oki is not in the article’s jurisdiction list."", ""Jeju is not listed in this clause.""]","Article 2 lists Ulleungjeondo, Jukdo and Seokdo; ROK MOFA identifies Seokdo as Dokdo.",,"Article 2 list: Ulleungjeondo, Jukdo and Seokdo. Jurisdiction means the area under an authority’s responsibility.",Original place names are distinguished from modern identification. ROK MOFA presents the decree as evidence of the Korean Empire’s administration of Dokdo.,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q8
920150,910150,8,2,2,Which present-day island is identified with “Seokdo” in Decree No. 41?,"[""Ulleungdo"", ""Dokdo"", ""Oki Islands""]",2,ROK MOFA identifies Seokdo as Dokdo and explains the decree as recording Dokdo within Uldo’s jurisdiction.,"[""The whole of Ulleungdo is separately listed as Ulleungjeondo."", ""ROK MOFA identifies Seokdo as Dokdo and explains the decree as recording Dokdo within Uldo’s jurisdiction."", ""The cited commentary identifies Seokdo as Dokdo, not Oki.""]","Article 2 lists Ulleungjeondo, Jukdo and Seokdo; ROK MOFA identifies Seokdo as Dokdo.",,"Article 2’s original names are Ulleungjeondo, Jukdo and Seokdo. Modern identifications in this lesson follow ROK MOFA’s commentary.",Original place names are distinguished from modern identification. ROK MOFA presents the decree as evidence of the Korean Empire’s administration of Dokdo.,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q8
920151,910151,8,3,3,Which option reproduces the full jurisdiction list in Decree No. 41?,"[""Ulleungjeondo and Jukdo"", ""Ulleungjeondo, Seokdo and Oki"", ""Ulleungjeondo, Jukdo and Seokdo""]",3,This includes all three names in Article 2.,"[""Seokdo has been omitted."", ""Jukdo is missing and Oki has been added without textual support."", ""This includes all three names in Article 2.""]","Article 2 lists Ulleungjeondo, Jukdo and Seokdo; ROK MOFA identifies Seokdo as Dokdo.","Article 2, summarised: the jurisdiction is to include Ulleungjeondo, Jukdo and Seokdo.",,Original place names are distinguished from modern identification. ROK MOFA presents the decree as evidence of the Korean Empire’s administration of Dokdo.,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q8
920152,910152,8,4,3,What is omitted by describing Decree No. 41 as administering only Ulleungdo?,"[""Jukdo and Seokdo are also listed"", ""Oki is listed"", ""Jeju is listed""]",1,The two names following Ulleungjeondo must also be included.,"[""The two names following Ulleungjeondo must also be included."", ""Oki is not in the original list."", ""Jeju is not in the original list.""]","Article 2 lists Ulleungjeondo, Jukdo and Seokdo; ROK MOFA identifies Seokdo as Dokdo.","Article 2 jurisdiction: Ulleungjeondo, Jukdo and Seokdo.",,Original place names are distinguished from modern identification. ROK MOFA presents the decree as evidence of the Korean Empire’s administration of Dokdo.,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q8
920153,910153,8,1,1,What date is written on Korean Empire Decree No. 41?,"[""27 October 1900"", ""25 October 1900"", ""10 May 1906""]",2,The decree itself is dated 25 October.,"[""27 October is the gazette publication date."", ""The decree itself is dated 25 October."", ""This date concerns Directive No. 3 in 1906, not Decree No. 41.""]",Decree No. 41 is dated 25 October 1900 and appeared in the gazette on 27 October.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920154,910154,8,2,2,What was the role of the Korean Empire gazette that published the decree?,"[""Submitting a new reform proposal"", ""Reporting local events only to a superior"", ""Officially announcing an issued order""]",3,The gazette publishes official material such as decrees.,"[""A proposal petition differs from the gazette that publishes official notices."", ""An internal report differs from an official publication medium."", ""The gazette publishes official material such as decrees.""]",Decree No. 41 is dated 25 October 1900 and appeared in the gazette on 27 October.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920155,910155,8,3,3,When was Decree No. 41 published in the government gazette?,"[""27 October 1900"", ""25 October 1900"", ""22 October 1900""]",1,The supplied publication record dates the gazette entry to 27 October.,"[""The supplied publication record dates the gazette entry to 27 October."", ""This is the date written on the decree itself."", ""This is the date of the proposal, not gazette publication.""]",Decree No. 41 is dated 25 October 1900 and appeared in the gazette on 27 October.,"Document date: Decree No. 41 — 25 October 1900.
Gazette publication: Decree No. 41 — 27 October 1900.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920156,910156,8,4,3,Why does the decree carry the 25th while the gazette carries the 27th?,"[""They must be two different decrees"", ""The document date differs from its official publication date"", ""One date must be a printing error""]",2,A decree’s date and its appearance in the gazette are distinct.,"[""Both refer to Decree No. 41; different dates do not by themselves mean different orders."", ""A decree’s date and its appearance in the gazette are distinct."", ""The dates refer to different steps, so no error follows automatically.""]",Decree No. 41 is dated 25 October 1900 and appeared in the gazette on 27 October.,"Two dates for the same decree: document date, 25 October 1900; gazette publication, 27 October 1900.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920157,910157,8,1,1,What is the document proposing the Uldo administrative reorganisation in 1900 called?,"[""A voyage prohibition"", ""The Dajokan directive"", ""A petition submitting a proposal""]",3,A petition submits a matter for consideration.,"[""A voyage prohibition restricts travel, unlike this reform proposal."", ""The Dajokan directive is a Japanese document from 1877, not this proposal."", ""A petition submits a matter for consideration.""]","Uldo’s reorganisation can be traced through a proposal, decree and gazette publication.",,The petition dated 22 October 1900 submitted a plan to reorganise Ulleungdo’s administration.,,https://dokdo.mofa.go.kr/kor/pds/part02_view01.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920158,910158,8,2,2,Which pairing correctly distinguishes the petition from the decree?,"[""Petition: proposal / decree: imperial order"", ""Petition: imperial order / decree: proposal"", ""Petition: gazette publication / decree: local report""]",1,The documents have different roles: proposal and order.,"[""The documents have different roles: proposal and order."", ""These reverse the functions."", ""Publication and local reporting are not the roles of this pair.""]","Uldo’s reorganisation can be traced through a proposal, decree and gazette publication.",,,,https://dokdo.mofa.go.kr/kor/pds/part02_view01.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920159,910159,8,3,3,What is the chronological order of the three documents from 1900?,"[""Gazette → petition → decree"", ""Petition → decree → gazette publication"", ""Decree → gazette → petition""]",2,The dates run from the 22nd to the 25th to the 27th.,"[""This incorrectly places the 27th before the proposal on the 22nd."", ""The dates run from the 22nd to the 25th to the 27th."", ""The petition on the 22nd is earliest, not last.""]","Uldo’s reorganisation can be traced through a proposal, decree and gazette publication.",22 October 1900: petition; 25 October: Decree No. 41; 27 October: publication in the gazette.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view01.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920160,910160,8,4,4,Why distinguish a proposal for administrative reform from its published order?,"[""A petition cannot have a date"", ""A gazette contains only private opinions"", ""Proposing a measure and publishing an order are different steps""]",3,A proposal alone does not establish publication; the decree and gazette provide the later steps.,"[""The supplied petition does carry a date: 22 October."", ""A government gazette is an official publication, not a collection of private views."", ""A proposal alone does not establish publication; the decree and gazette provide the later steps.""]","Uldo’s reorganisation can be traced through a proposal, decree and gazette publication.",A reform proposal was followed by a decree and its gazette publication. The three records document different steps in the same reorganisation.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view01.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920161,910161,9,1,1,Who was the Uldo magistrate who reported on Dokdo in 1906?,"[""An Yong-bok"", ""Shim Heung-taek"", ""Park Eo-dun"", ""Isabu""]",2,The report was made by Uldo magistrate Shim Heung-taek.,"[""An Yong-bok’s related activity was in the seventeenth century, not as magistrate in 1906."", ""The report was made by Uldo magistrate Shim Heung-taek."", ""Park Eo-dun was taken to Japan with An in 1693."", ""Isabu belongs to much earlier history and did not write this report.""]","As Uldo magistrate, Shim Heung-taek reported information concerning Dokdo to higher authorities in 1906.",,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920162,910162,9,2,1,What office did Shim Heung-taek hold in 1906?,"[""Uldo county magistrate"", ""Japanese home minister"", ""Dokdo lighthouse keeper""]",1,Shim was responsible for Uldo county administration.,"[""Shim was responsible for Uldo county administration."", ""Shim was a Korean Empire magistrate, not a Japanese minister."", ""He administered the county rather than serving as lighthouse keeper.""]","As Uldo magistrate, Shim Heung-taek reported information concerning Dokdo to higher authorities in 1906.",,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920163,910163,9,3,3,Which direction describes the transmission of Shim Heung-taek’s report?,"[""Central government → Japanese fishermen → Uldo magistrate"", ""Uldo magistrate → Gangwon administration → central government"", ""Dajokan → Japanese Home Ministry → Uldo magistrate""]",2,The local report is relayed through provincial administration to the centre.,"[""Japanese fishermen are not intermediaries in the supplied reporting chain."", ""The local report is relayed through provincial administration to the centre."", ""This mixes Japanese institutional roles from 1877 with the 1906 report.""]","As Uldo magistrate, Shim Heung-taek reported information concerning Dokdo to higher authorities in 1906.",In 1906 Uldo magistrate Shim reported conditions concerning Dokdo. His report was relayed through the Gangwon provincial administration to the central government.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920164,910164,9,4,3,Why is Shim’s report evidence of local administrative activity?,"[""It is a Japanese fisherman’s private diary"", ""It is a judgment issued by an international court"", ""The magistrate informed higher authorities about an island in his county""]",3,The author’s office and subject matter show his administrative responsibility.,"[""The author was a Korean Empire magistrate, not a private Japanese traveller."", ""The report is administrative, not an international judgment."", ""The author’s office and subject matter show his administrative responsibility.""]","As Uldo magistrate, Shim Heung-taek reported information concerning Dokdo to higher authorities in 1906.","Author: Uldo magistrate Shim Heung-taek. Subject: information from Japanese officials concerning Dokdo, described as belonging to his county, reported upward.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920165,910165,9,1,1,Which county does “this county” refer to in Shim’s “Dokdo belonging to this county”?,"[""Uldo county"", ""Japan’s Oki district"", ""Jeju county""]",1,"The author was Uldo magistrate, so “this county” means Uldo.","[""The author was Uldo magistrate, so “this county” means Uldo."", ""The phrase refers to the Korean Empire magistrate’s own jurisdiction."", ""The author was magistrate of Uldo, not Jeju.""]",Shim’s phrase “Dokdo belonging to this county” shows his understanding of Dokdo as part of Uldo county.,,“This county” refers to the author’s county. The author was Uldo magistrate Shim Heung-taek.,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920166,910166,9,2,2,What did Shim Heung-taek mean by ‘Dokdo belonging to this county’?,"[""Dokdo belongs to Japan’s Oki district"", ""Dokdo belongs to Uldo County"", ""Dokdo’s affiliation is unknown""]",2,He describes Dokdo as an island of his own county.,"[""That contradicts the author’s description of affiliation with his own county."", ""He describes Dokdo as an island of his own county."", ""‘Belonging to this county’ specifies Uldo County. It does not express uncertainty about affiliation.""]",Shim’s phrase “Dokdo belonging to this county” shows his understanding of Dokdo as part of Uldo county.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920167,910167,9,3,3,Which phrase directly expresses Shim’s view that Dokdo belongs to Uldo county?,"[""Japanese officials visited"", ""I report as follows"", ""Dokdo belonging to this county""]",3,“Belonging to this county” states the administrative affiliation.,"[""This reports a visit but does not itself state Shim’s view of affiliation."", ""This identifies reporting, not the island’s affiliation."", ""“Belonging to this county” states the administrative affiliation.""]",Shim’s phrase “Dokdo belonging to this county” shows his understanding of Dokdo as part of Uldo county.,"Short extract: “Dokdo belonging to this county.” Here the county is Uldo, administered by the author, Shim Heung-taek.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920168,910168,9,4,3,What does the phrase “Dokdo belonging to this county” most directly establish?,"[""The Uldo magistrate recorded Dokdo as his county’s island in 1906"", ""Japanese officials approved Uldo affiliation in 1906"", ""The report says Dokdo was newly incorporated into Uldo in 1906""]",1,"This preserves the author, date and affiliation stated in the document.","[""This preserves the author, date and affiliation stated in the document."", ""The phrase is Shim’s wording, not approval by Japanese officials."", ""The affiliation phrase does not itself describe a new incorporation that year.""]",Shim’s phrase “Dokdo belonging to this county” shows his understanding of Dokdo as part of Uldo county.,"Author: Shim Heung-taek, Uldo magistrate of the Korean Empire. Date: 1906. Phrase: Dokdo belonging to this county.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920169,910169,9,1,1,Who told Shim Heung-taek in 1906 that Dokdo belonged to Japan?,"[""The Korean Empire’s emperor"", ""The visiting Japanese officials"", ""The Uldo magistrate himself""]",2,The report presents this as a claim heard from Japanese officials.,"[""The claim is reported as the visitors’ statement, not an imperial order."", ""The report presents this as a claim heard from Japanese officials."", ""Shim reports another party’s claim rather than adopting it as his own conclusion.""]",A Japanese official’s claim quoted in Shim’s report is not an endorsement by Shim.,,Shim called Dokdo part of his county and reported the claim he heard from visiting Japanese officials.,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920170,910170,9,2,2,What did Shim do by recording the Japanese officials’ claim in his report?,"[""He approved his county becoming Japanese"", ""He issued that instruction to the Japanese officials"", ""He conveyed the statement he heard to higher authorities""]",3,He reported what he heard while describing Dokdo as belonging to his county.,"[""Reporting another party’s statement is not approval of surrendering jurisdiction."", ""This was a report to higher authorities, not an order to the visitors."", ""He reported what he heard while describing Dokdo as belonging to his county.""]",A Japanese official’s claim quoted in Shim’s report is not an endorsement by Shim.,,This question concerns Shim’s reporting of the Japanese officials’ claim.,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
920171,910171,9,3,3,Which of the two statements is attributed to the Japanese officials?,"[""A: Dokdo belonging to this county"", ""B: the claim that Dokdo became Japanese territory""]",2,B is explicitly identified as the visitors’ claim.,"[""A expresses Shim’s own description of county affiliation."", ""B is explicitly identified as the visitors’ claim.""]",A Japanese official’s claim quoted in Shim’s report is not an endorsement by Shim.,"A — Shim’s expression: Dokdo belonging to this county.
B — the Japanese officials’ claim as reported by Shim: Dokdo became Japanese territory.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view05.jsp
