id,replaces,unit,difficulty,cognitive,question,choices,answer1based,answerFeedback,allChoiceFeedback,takeaway,material,context,scope,sources
920131,910131,7,3,3,1693년 두 어민 사건 뒤 교섭의 대상이 된 섬은 어디인가요?,"[""제주도"", ""대마도 자체"", ""울릉도""]",3,사건이 일어난 울릉도의 소속과 도해 문제를 두고 교섭이 이어졌어요.,"[""자료의 교섭 대상은 제주도가 아니에요."", ""대마도는 교섭 경로에 등장할 수 있지만 이 발췌가 말하는 섬은 울릉도예요."", ""사건이 일어난 울릉도의 소속과 도해 문제를 두고 교섭이 이어졌어요.""]","안용복과 박어둔은 1693년 울릉도에서 어업 중 일본으로 끌려갔고, 이 사건은 울릉도 관련 교섭의 계기가 되었어요.",1693년 울릉도에서 어업하던 안용복과 박어둔이 일본으로 끌려갔다. 이 사건을 계기로 조선과 일본 사이 울릉도 관련 교섭이 이어졌다.,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5 | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920132,910132,7,4,3,안용복의 1693년 사건과 1696년 활동을 구분한 것은 무엇인가요?,"[""1693년: 일본으로 끌려감 / 1696년: 다시 일본에 감"", ""1693년: 다시 일본에 감 / 1696년: 처음 끌려감"", ""두 기록 모두 1693년 첫 사건만 가리킴""]",1,자료에 제시된 두 해의 경위를 그대로 구분했어요.,"[""자료에 제시된 두 해의 경위를 그대로 구분했어요."", ""두 해의 사건 경위를 반대로 연결했어요."", ""1696년에는 별도의 활동이 기록되어 있어 두 사건을 하나로 합칠 수 없어요.""]","안용복과 박어둔은 1693년 울릉도에서 어업 중 일본으로 끌려갔고, 이 사건은 울릉도 관련 교섭의 계기가 되었어요.",안용복 관련 연표: 1693년 울릉도에서 일본으로 끌려감 / 1696년 다시 일본으로 건너가 활동함.,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5 | https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp
920133,910133,7,1,1,안용복의 활동을 기록한 조선의 실록은 무엇인가요?,"[""『세종실록』"", ""『숙종실록』"", ""1900년 관보""]",2,안용복은 숙종 때 활동했으며 관련 진술이 『숙종실록』에 기록돼요.,"[""세종 때의 지리 기록과 숙종 때 안용복의 활동은 시대가 달라요."", ""안용복은 숙종 때 활동했으며 관련 진술이 『숙종실록』에 기록돼요."", ""관보는 대한제국의 공표 기록이며 조선 왕의 실록이 아니에요.""]",안용복의 1696년 활동은 조선의 기록과 일본 오키섬 조사 기록을 함께 대조해 살펴볼 수 있어요.,,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5
920134,910134,7,2,1,1696년 안용복 일행을 조사한 일본 측 기록은 어느 섬과 관련되나요?,"[""제주도"", ""울릉도"", ""오키섬""]",3,대한민국 외교부는 오키섬에서 조사한 기록을 관련 일본 자료로 소개해요.,"[""제주도는 이 일본 측 조사 기록의 장소가 아니에요."", ""울릉도는 사건의 핵심 섬이지만 일본 측 조사 기록의 장소는 오키섬이에요."", ""대한민국 외교부는 오키섬에서 조사한 기록을 관련 일본 자료로 소개해요.""]",안용복의 1696년 활동은 조선의 기록과 일본 오키섬 조사 기록을 함께 대조해 살펴볼 수 있어요.,,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5
920135,910135,7,3,3,1696년 안용복 활동을 양쪽 기록으로 비교할 때 짝지을 자료는 무엇인가요?,"[""『숙종실록』과 1696년 오키섬 조사 기록"", ""1900년 칙령 제41호와 1906년 지령 제3호"", ""『세종실록』 지리지와 1877년 태정관지령""]",1,두 자료는 각각 조선과 일본에서 안용복의 해당 활동을 기록해요.,"[""두 자료는 각각 조선과 일본에서 안용복의 해당 활동을 기록해요."", ""독도 역사 자료이지만 안용복의 1696년 활동을 직접 기록한 두 자료가 아니에요."", ""두 문서는 다른 시기의 기록으로 이번 인물·사건 비교의 짝이 아니에요.""]",안용복의 1696년 활동은 조선의 기록과 일본 오키섬 조사 기록을 함께 대조해 살펴볼 수 있어요.,관련 자료 목록: 조선 『숙종실록』의 안용복 진술 / 일본 오키섬의 1696년 안용복 일행 조사 기록.,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5
920136,910136,7,4,3,두 안용복 기록에서 같은 사건을 대조하려면 무엇을 먼저 맞춰야 하나요?,"[""인물 이름만 맞추고 방문 연도는 제외"", ""인물·시기·방문 장소"", ""방문 장소만 맞추고 인물과 시기는 제외""]",2,두 기록이 같은 활동을 다루는지 먼저 확인해야 내용을 대조할 수 있어요.,"[""안용복은 1693년과 1696년에 다른 경위로 일본에 갔으므로 연도를 빼면 혼동해요."", ""두 기록이 같은 활동을 다루는지 먼저 확인해야 내용을 대조할 수 있어요."", ""같은 장소를 다른 사람이 다른 해에 방문한 기록일 수 있어요.""]",안용복의 1696년 활동은 조선의 기록과 일본 오키섬 조사 기록을 함께 대조해 살펴볼 수 있어요.,안용복은 1693년과 1696년에 서로 다른 경위로 일본에 갔어요. 이번 비교 대상은 1696년 활동에 관한 조선·일본 기록이에요.,,,https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q5
920137,910137,7,1,1,1696년 일본 에도 막부의 울릉도 도해금지령은 어느 달에 내려졌나요?,"[""5월"", ""10월"", ""1월""]",3,연표에는 울릉도 도해금지령이 1696년 1월에 나와요.,"[""5월은 같은 연표에서 안용복의 도해와 연결되는 달이에요."", ""10월은 제시된 1696년 금지령의 달이 아니에요."", ""연표에는 울릉도 도해금지령이 1696년 1월에 나와요.""]","1696년 1월 울릉도 도해금지령이 먼저이고, 안용복의 5월 일본 도해는 그 뒤예요.",,사건 순서 보기: 1696년 1월 금지령 → 5월 안용복의 일본 도해.,,https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920138,910138,7,2,2,1696년에 먼저 일어난 것은 무엇인가요?,"[""울릉도 도해금지령"", ""안용복의 5월 일본 도해""]",1,1월의 금지령이 5월의 도해보다 먼저예요.,"[""1월의 금지령이 5월의 도해보다 먼저예요."", ""5월은 1월보다 뒤이므로 이 사건이 나중이에요.""]","1696년 1월 울릉도 도해금지령이 먼저이고, 안용복의 5월 일본 도해는 그 뒤예요.",,1696년 1월: 울릉도 도해금지령 / 같은 해 5월: 안용복 일본 도해.,,https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920139,910139,7,3,3,안용복의 5월 도해보다 앞선 사건을 연표에서 고르면 무엇인가요?,"[""1월 일본 에도 막부의 금지령"", ""1900년 대한제국 칙령 제41호"", ""1906년 심흥택 보고""]",1,같은 해이지만 1월이 5월보다 앞서므로 금지령이 먼저예요.,"[""같은 해이지만 1월이 5월보다 앞서므로 금지령이 먼저예요."", ""1900년은 1696년보다 뒤예요."", ""1906년은 1696년보다 뒤예요.""]","1696년 1월 울릉도 도해금지령이 먼저이고, 안용복의 5월 일본 도해는 그 뒤예요.",연표: 1696년 1월 울릉도 도해금지령 → 1696년 5월 안용복 일본 도해 → 1900년 칙령 제41호 → 1906년 심흥택 보고.,,,https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920140,910140,7,4,4,‘1696년 5월 도해 때문에 그해 1월 금지령이 내려졌다’는 설명은 왜 틀렸나요?,"[""두 사건이 같은 달 같은 날이어서"", ""원인이라고 한 사건이 금지령보다 뒤에 일어나서"", ""금지령이 1900년에 내려졌기 때문에""]",2,이 연표의 순서로는 나중의 5월 사건이 앞선 1월 명령을 일으켰다고 할 수 없어요.,"[""연표는 1월과 5월로 구분하므로 같은 날이라는 설명은 맞지 않아요."", ""이 연표의 순서로는 나중의 5월 사건이 앞선 1월 명령을 일으켰다고 할 수 없어요."", ""1696년 금지령과 1900년 칙령 제41호를 혼동했어요.""]","1696년 1월 울릉도 도해금지령이 먼저이고, 안용복의 5월 일본 도해는 그 뒤예요.","1696년 1월: 일본 에도 막부가 울릉도 도해를 금지.
1696년 5월: 안용복이 일본으로 건너감.",,,https://dokdo.mofa.go.kr/m/kor/dokdo/reason_list.jsp | https://dokdo.mofa.go.kr/kor/pds/part05_view06.jsp
920141,910141,8,1,1,1900년 울릉도를 울도로 이름 바꾼 명령은 무엇인가요?,"[""대한제국 칙령 제41호"", ""울릉도 도해금지령"", ""태정관지령"", ""지령 제3호""]",1,칙령 제41호 제1조에 이름과 행정 책임자 변경이 나와요.,"[""칙령 제41호 제1조에 이름과 행정 책임자 변경이 나와요."", ""도해금지령은 1696년 일본 어민의 울릉도 도항을 금지한 명령이에요."", ""태정관지령은 1877년 일본의 행정 문서이며 1900년 대한제국의 칙령과 달라요."", ""지령 제3호는 1906년 독도 관련 보고에 대한 대한제국의 대응이에요.""]",1900년 대한제국 칙령 제41호는 울릉도를 울도로 바꾸고 행정 체계를 정했어요.,,칙령은 황제가 내리는 명령이에요. 대한제국 칙령 제41호는 1900년에 발표됐어요.,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920142,910142,8,2,1,칙령 제41호에서 울릉도의 행정 이름을 무엇으로 바꾸었나요?,"[""우산국"", ""오키군"", ""울도""]",3,제1조는 울릉도를 울도로 개칭한다고 규정해요.,"[""우산국은 더 이른 역사에 등장하는 이름이며 칙령의 새 행정 이름은 울도예요."", ""칙령에서 정한 이름은 일본 지명이 아니라 울도예요."", ""제1조는 울릉도를 울도로 개칭한다고 규정해요.""]",1900년 대한제국 칙령 제41호는 울릉도를 울도로 바꾸고 행정 체계를 정했어요.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920143,910143,8,3,3,제시된 칙령 제1조의 이름 변경 전후를 바르게 연결한 것은 무엇인가요?,"[""울릉도 → 울도"", ""울도 → 울릉도"", ""독도 → 죽도""]",1,원문의 앞 이름과 바꾼 뒤 이름을 이 순서로 연결해요.,"[""원문의 앞 이름과 바꾼 뒤 이름을 이 순서로 연결해요."", ""이름 변경 방향을 뒤바꿨어요."", ""제1조의 해당 구절은 독도와 죽도의 이름 변경이 아니에요.""]",1900년 대한제국 칙령 제41호는 울릉도를 울도로 바꾸고 행정 체계를 정했어요.,칙령 제41호 제1조의 쉬운 풀이: 울릉도를 울도로 이름 바꾸고 강원도에 속하게 한다.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920144,910144,8,4,3,칙령 제41호 제1조에서 함께 바뀐 두 항목은 무엇인가요?,"[""관할 섬 목록과 군청 위치"", ""행정 이름과 책임 관리의 직책"", ""군수의 봉급과 세금 부담""]",2,"제1조는 울릉도에서 울도로, 도감에서 군수로 바꾸는 내용을 담아요.","[""이 항목들은 제2조에서 다루며 제시한 제1조의 두 변경과 달라요."", ""제1조는 울릉도에서 울도로, 도감에서 군수로 바꾸는 내용을 담아요."", ""이 항목들은 제시한 이름·직책 변경 구절의 내용이 아니에요.""]",1900년 대한제국 칙령 제41호는 울릉도를 울도로 바꾸고 행정 체계를 정했어요.,제1조 요약: 울릉도를 울도로 개칭한다. 도감을 군수로 바꾼다. 군수는 군의 행정을 맡는 관리이다.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920145,910145,8,1,1,칙령 제41호는 울릉도의 도감을 어떤 관리로 바꾸도록 했나요?,"[""관찰사"", ""내부대신"", ""군수""]",3,제1조가 도감을 대신하도록 정한 행정 직책이에요.,"[""관찰사는 도 단위의 관리이며 해당 조항의 교체 직책은 군수예요."", ""중앙의 대신이 아니라 군의 행정을 맡는 군수로 바꾸었어요."", ""제1조가 도감을 대신하도록 정한 행정 직책이에요.""]",칙령 제41호는 도감을 군수로 바꾸도록 했고 군수는 군의 행정을 맡는 관리예요.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920146,910146,8,2,2,‘울도군수’에서 군수는 무엇을 맡는 관리인가요?,"[""군의 행정"", ""배 한 척의 운항"", ""등대 한 곳의 불빛 관리""]",1,군수는 군이라는 행정 구역의 일을 맡는 관리예요.,"[""군수는 군이라는 행정 구역의 일을 맡는 관리예요."", ""배 운항의 책임자는 선장이며 군수와 역할이 달라요."", ""등대 관리 업무와 군 전체의 행정 책임은 구분해요.""]",칙령 제41호는 도감을 군수로 바꾸도록 했고 군수는 군의 행정을 맡는 관리예요.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920147,910147,8,3,3,칙령 제41호 제1조의 직책 변경 방향은 무엇인가요?,"[""군수 → 도감"", ""도감 → 군수"", ""도감 → 관찰사""]",2,도감을 군수로 바꾼다는 구절과 같아요.,"[""변경 방향을 뒤집었어요."", ""도감을 군수로 바꾼다는 구절과 같아요."", ""바꾸는 직책은 관찰사가 아니라 군수예요.""]",칙령 제41호는 도감을 군수로 바꾸도록 했고 군수는 군의 행정을 맡는 관리예요.,칙령 제41호 제1조 역문 요약: 도감을 군수로 개정한다.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920148,910148,8,4,2,울도군수가 관할 구역의 상황을 상부에 보고하는 일은 어떤 역할과 연결되나요?,"[""강원도 전체의 행정을 맡는 역할"", ""나라 전체의 칙령을 내리는 역할"", ""관할 구역의 상황을 관리하고 보고하는 역할""]",3,군의 행정 책임과 지역 상황 보고가 연결돼요.,"[""울도군수는 군의 관리이며 도 전체의 관찰사와 범위가 달라요."", ""칙령을 내리는 황제와 군수의 역할은 다릅니다."", ""군의 행정 책임과 지역 상황 보고가 연결돼요.""]",칙령 제41호는 도감을 군수로 바꾸도록 했고 군수는 군의 행정을 맡는 관리예요.,군수는 군의 행정을 맡는 관리예요. 관할 구역에서 일어난 중요한 상황을 살피고 상부에 보고할 수 있어요.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp
920149,910149,8,1,1,칙령 제41호 제2조에 적힌 관할 섬 이름은 무엇인가요?,"[""석도"", ""오키섬"", ""제주도""]",1,제2조는 울릉전도·죽도·석도를 관할한다고 적고 있어요.,"[""제2조는 울릉전도·죽도·석도를 관할한다고 적고 있어요."", ""오키섬은 제2조의 관할 목록에 없어요."", ""제주도는 이 조항의 관할 목록에 포함되지 않아요.""]","칙령 제41호 제2조는 울릉전도·죽도·석도를 관할로 적었고, 대한민국 외교부는 석도를 독도로 풀이해요.",,제2조 관할 목록: 울릉전도·죽도·석도. 관할은 관리 책임이 미치는 구역이라는 뜻이에요.,원문의 지명과 현대 지명 풀이를 구분했어요. 대한민국 외교부는 이 칙령을 대한제국의 독도 관할을 보여주는 자료로 설명해요.,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q8
920150,910150,8,2,2,칙령 제41호에 적힌 ‘석도’는 오늘날 어느 섬으로 풀이되나요?,"[""울릉도"", ""독도"", ""오키섬""]",2,대한민국 외교부는 제2조의 석도를 독도로 풀이하며 울도군 관할에 독도를 명시한 자료로 설명해요.,"[""울릉도 전체는 원문에서 울릉전도로 따로 적혀 있어요."", ""대한민국 외교부는 제2조의 석도를 독도로 풀이하며 울도군 관할에 독도를 명시한 자료로 설명해요."", ""해당 해설은 석도를 오키섬이 아니라 독도로 풀이해요.""]","칙령 제41호 제2조는 울릉전도·죽도·석도를 관할로 적었고, 대한민국 외교부는 석도를 독도로 풀이해요.",,제2조의 원문 지명은 울릉전도·죽도·석도예요. 이 수업의 현대 지명 풀이는 대한민국 외교부가 공개한 해설을 따랐어요.,원문의 지명과 현대 지명 풀이를 구분했어요. 대한민국 외교부는 이 칙령을 대한제국의 독도 관할을 보여주는 자료로 설명해요.,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q8
920151,910151,8,3,3,칙령 제41호의 관할 구역을 빠짐없이 적은 것은 무엇인가요?,"[""울릉전도·죽도"", ""울릉전도·석도·오키섬"", ""울릉전도·죽도·석도""]",3,제2조의 세 지명을 모두 포함해요.,"[""제2조에 적힌 석도가 빠졌어요."", ""죽도가 빠지고 원문 목록에 없는 오키섬이 추가됐어요."", ""제2조의 세 지명을 모두 포함해요.""]","칙령 제41호 제2조는 울릉전도·죽도·석도를 관할로 적었고, 대한민국 외교부는 석도를 독도로 풀이해요.",제2조 역문 요약: 구역은 울릉전도와 죽도·석도를 관할할 것.,,원문의 지명과 현대 지명 풀이를 구분했어요. 대한민국 외교부는 이 칙령을 대한제국의 독도 관할을 보여주는 자료로 설명해요.,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q8
920152,910152,8,4,3,칙령 제41호를 ‘울릉도 한 섬만 관리한 문서’로 설명할 때 빠지는 내용은 무엇인가요?,"[""죽도와 석도도 관할 목록에 있다는 점"", ""오키섬이 관할 목록에 있다는 점"", ""제주도가 관할 목록에 있다는 점""]",1,울릉전도 다음에 적힌 두 지명도 빼지 않고 읽어야 해요.,"[""울릉전도 다음에 적힌 두 지명도 빼지 않고 읽어야 해요."", ""원문 목록에는 오키섬이 없어요."", ""원문 목록에는 제주도가 없어요.""]","칙령 제41호 제2조는 울릉전도·죽도·석도를 관할로 적었고, 대한민국 외교부는 석도를 독도로 풀이해요.",칙령 제41호 제2조의 관할 구역: 울릉전도·죽도·석도.,,원문의 지명과 현대 지명 풀이를 구분했어요. 대한민국 외교부는 이 칙령을 대한제국의 독도 관할을 보여주는 자료로 설명해요.,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/include/print_faq.jsp?class_faq=q8
920153,910153,8,1,1,대한제국 칙령 제41호에 적힌 날짜는 언제인가요?,"[""1900년 10월 27일"", ""1900년 10월 25일"", ""1906년 5월 10일""]",2,칙령 문서의 날짜는 10월 25일이에요.,"[""10월 27일은 관보에 실린 날짜이며 문서 자체의 날짜와 달라요."", ""칙령 문서의 날짜는 10월 25일이에요."", ""이 날짜는 1906년 지령 제3호와 관련되며 칙령 제41호 날짜가 아니에요.""]",칙령 제41호는 1900년 10월 25일자 문서이며 관보에는 10월 27일 실렸어요.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920154,910154,8,2,2,칙령이 실린 대한제국 관보의 역할은 무엇인가요?,"[""새 행정 개편안을 상부에 제안"", ""현지 상황을 상부에만 보고"", ""결정된 명령을 공식적으로 알림""]",3,관보는 칙령 등 국가의 공식 내용을 공표하는 기록이에요.,"[""제안을 올리는 청의서와 공표하는 관보는 역할이 달라요."", ""상황을 보고하는 문서와 공식 공표 매체를 구분해야 해요."", ""관보는 칙령 등 국가의 공식 내용을 공표하는 기록이에요.""]",칙령 제41호는 1900년 10월 25일자 문서이며 관보에는 10월 27일 실렸어요.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920155,910155,8,3,3,칙령 제41호가 관보에 실린 날짜는 언제인가요?,"[""1900년 10월 27일"", ""1900년 10월 25일"", ""1900년 10월 22일""]",1,제시된 기록에서 관보 게재 날짜는 10월 27일이에요.,"[""제시된 기록에서 관보 게재 날짜는 10월 27일이에요."", ""이는 칙령 자체에 적힌 날짜예요."", ""이는 행정 개편 청의서의 날짜이며 관보 게재 날짜가 아니에요.""]",칙령 제41호는 1900년 10월 25일자 문서이며 관보에는 10월 27일 실렸어요.,"문서 날짜: 칙령 제41호 — 1900.10.25.
관보 게재: 칙령 제41호 — 1900.10.27.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920156,910156,8,4,3,칙령 날짜가 25일이고 관보 날짜가 27일인 까닭은 무엇인가요?,"[""서로 다른 두 칙령이기 때문"", ""문서 날짜와 공식 게재 날짜가 다르기 때문"", ""둘 중 하나가 반드시 오기이기 때문""]",2,같은 칙령이라도 문서에 적힌 날짜와 관보에 실린 날짜는 구분해요.,"[""두 자료 모두 칙령 제41호이며 날짜가 다르다고 다른 명령이 되는 것은 아니에요."", ""같은 칙령이라도 문서에 적힌 날짜와 관보에 실린 날짜는 구분해요."", ""각 날짜가 가리키는 절차가 다르므로 곧바로 오기라고 할 수 없어요.""]",칙령 제41호는 1900년 10월 25일자 문서이며 관보에는 10월 27일 실렸어요.,같은 칙령 제41호의 두 날짜: 문서에 적힌 날짜 1900년 10월 25일 / 관보에 실린 날짜 1900년 10월 27일.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920157,910157,8,1,1,1900년 울도 행정 개편안을 올린 문서를 무엇이라고 하나요?,"[""도해금지령"", ""태정관지령"", ""청의서""]",3,청의서는 안건을 올려 검토를 요청하는 문서예요.,"[""도해금지령은 바다를 건너가는 일을 금지하는 명령이며 행정 개편 제안서와 달라요."", ""태정관지령은 일본의 1877년 문서이며 대한제국의 이 제안서가 아니에요."", ""청의서는 안건을 올려 검토를 요청하는 문서예요.""]","울도 행정 개편은 청의서의 제안, 칙령, 관보 게재의 순서로 확인할 수 있어요.",,1900년 10월 22일의 청의서는 울릉도 행정 개편안을 올린 문서예요.,,https://dokdo.mofa.go.kr/kor/pds/part02_view01.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920158,910158,8,2,2,청의서와 칙령의 역할을 바르게 짝지은 것은 무엇인가요?,"[""청의서: 제안 / 칙령: 황제의 명령"", ""청의서: 황제의 명령 / 칙령: 제안"", ""청의서: 관보 게재 / 칙령: 현지 보고""]",1,제안과 명령이라는 문서의 역할이 다릅니다.,"[""제안과 명령이라는 문서의 역할이 다릅니다."", ""두 기능을 뒤바꿨어요."", ""공표 매체와 현지 보고는 이 두 문서가 맡은 역할이 아니에요.""]","울도 행정 개편은 청의서의 제안, 칙령, 관보 게재의 순서로 확인할 수 있어요.",,,,https://dokdo.mofa.go.kr/kor/pds/part02_view01.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920159,910159,8,3,3,1900년 세 문서를 날짜순으로 놓으면 무엇인가요?,"[""관보 게재 → 청의서 → 칙령"", ""청의서 → 칙령 → 관보 게재"", ""칙령 → 관보 게재 → 청의서""]",2,"22일, 25일, 27일 순서로 이어져요.","[""27일의 게재를 22일의 제안보다 먼저 놓았어요."", ""22일, 25일, 27일 순서로 이어져요."", ""22일 청의서가 가장 앞인데 마지막으로 놓았어요.""]","울도 행정 개편은 청의서의 제안, 칙령, 관보 게재의 순서로 확인할 수 있어요.",1900년 10월 22일: 청의서 / 10월 25일: 칙령 제41호 / 10월 27일: 관보 게재.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view01.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920160,910160,8,4,4,‘행정 개편을 제안했다’는 자료와 ‘명령이 공표됐다’는 자료를 구분해야 하는 이유는 무엇인가요?,"[""청의서에는 날짜를 적을 수 없기 때문"", ""관보는 개인의 의견만 싣기 때문"", ""제안 단계와 명령을 알린 단계가 다르기 때문""]",3,청의서만으로 공표까지 마쳤다고 할 수 없어요. 칙령과 관보를 함께 확인해요.,"[""청의서에도 날짜가 있으며 여기서는 10월 22일로 제시돼요."", ""관보는 정부의 공식 공표 기록이며 개인 의견집이 아니에요."", ""청의서만으로 공표까지 마쳤다고 할 수 없어요. 칙령과 관보를 함께 확인해요.""]","울도 행정 개편은 청의서의 제안, 칙령, 관보 게재의 순서로 확인할 수 있어요.","청의서가 개편안을 올린 뒤 칙령이 나왔고, 그 칙령이 관보에 실렸다. 세 자료는 같은 개편의 서로 다른 절차를 보여준다.",,,https://dokdo.mofa.go.kr/kor/pds/part02_view01.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view02.jsp | https://dokdo.mofa.go.kr/kor/pds/part02_view03.jsp
920161,910161,9,1,1,1906년 독도 상황을 보고한 울도군수는 누구인가요?,"[""안용복"", ""심흥택"", ""박어둔"", ""이사부""]",2,1906년 보고의 작성자는 울도군수 심흥택이에요.,"[""안용복은 17세기 울릉도·독도 관련 활동의 인물로 1906년 울도군수와 달라요."", ""1906년 보고의 작성자는 울도군수 심흥택이에요."", ""박어둔은 1693년 안용복과 함께 일본으로 끌려간 인물이에요."", ""이사부는 훨씬 이른 시기의 우산국 관련 인물이며 이 보고의 작성자가 아니에요.""]",심흥택은 울도군수로서 1906년 독도와 관련해 들은 상황을 상부에 보고했어요.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920162,910162,9,2,1,심흥택이 1906년 맡고 있던 직책은 무엇인가요?,"[""울도군수"", ""일본 내무대신"", ""독도등대지기""]",1,심흥택은 울도군의 행정을 맡는 군수였어요.,"[""심흥택은 울도군의 행정을 맡는 군수였어요."", ""심흥택은 일본 정부 관리가 아니라 대한제국 울도군수예요."", ""그는 등대 관리자가 아니라 군의 행정 책임자였어요.""]",심흥택은 울도군수로서 1906년 독도와 관련해 들은 상황을 상부에 보고했어요.,,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920163,910163,9,3,3,심흥택의 보고가 상부로 전달된 흐름은 무엇인가요?,"[""중앙정부 → 일본 어민 → 울도군수"", ""울도군수 → 강원도 행정기관 → 중앙정부"", ""일본 태정관 → 일본 내무성 → 울도군수""]",2,현지 보고가 지방 상부를 거쳐 중앙에 전달되는 흐름이에요.,"[""제시된 전달 경로에 일본 어민이 보고 중계자로 들어 있지 않아요."", ""현지 보고가 지방 상부를 거쳐 중앙에 전달되는 흐름이에요."", ""이는 1877년 일본 기관의 관계를 1906년 보고와 섞은 것이에요.""]",심흥택은 울도군수로서 1906년 독도와 관련해 들은 상황을 상부에 보고했어요.,1906년 울도군수 심흥택이 독도 관련 상황을 보고했다. 보고는 강원도 관찰사 측을 거쳐 중앙으로 전달되었다.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920164,910164,9,4,3,심흥택의 보고를 지역 행정 활동의 자료로 볼 수 있는 이유는 무엇인가요?,"[""일본 어민의 개인 여행기이기 때문"", ""국제재판소가 내린 판결이기 때문"", ""울도군수가 관할 섬의 상황을 상부에 알렸기 때문""]",3,작성자의 직책과 보고 대상이 관할 지역의 행정 책임을 보여줘요.,"[""작성자는 대한제국의 울도군수이며 개인 여행기가 아니에요."", ""이 보고는 행정 문서이지 국제재판 판결문이 아니에요."", ""작성자의 직책과 보고 대상이 관할 지역의 행정 책임을 보여줘요.""]",심흥택은 울도군수로서 1906년 독도와 관련해 들은 상황을 상부에 보고했어요.,문서 작성자: 울도군수 심흥택. 내용: 본군 소속 독도에 관해 일본 관리에게 들은 상황을 상부에 보고.,,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
920165,910165,9,1,1,심흥택 보고에서 ‘본군 소속 독도’의 본군은 어느 군인가요?,"[""울도군"", ""일본 오키군"", ""제주군""]",1,보고 작성자가 울도군수이므로 본군은 자신이 맡은 울도군이에요.,"[""보고 작성자가 울도군수이므로 본군은 자신이 맡은 울도군이에요."", ""이 표현은 대한제국 울도군수 자신의 관할 군을 가리켜요."", ""작성자의 직책은 제주군수가 아니라 울도군수예요.""]",심흥택 보고의 ‘본군 소속 독도’는 독도를 울도군에 속한 섬으로 인식했음을 보여줘요.,,‘본군’은 문서를 쓴 관리가 맡고 있는 군을 뜻해요. 작성자는 울도군수 심흥택이에요.,,https://dokdo.mofa.go.kr/kor/pds/part02_view04.jsp
